stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,47,47,0,40,1161.631,34802460.0,3873,234,7356
1,120,48,48,0,70,1114.088,33344640.0,4635,192,6248
2,120,48,48,0,160,1216.088,36288060.0,4627,132,7507
3,120,47,47,0,220,1293.657,38525110.0,4388,69,8307
