stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,81,60,21,20,296.433,8887050.0,754,455,0
1,60,79,60,18,180,285.629,8517450.0,809,385,0
2,60,90,60,29,280,308.281,9162110.0,831,283,0
3,60,88,60,24,350,325.300,9645140.0,928,78,0
