stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,74,58,0,20,357.476,10717140.0,1109,465,0
1,60,69,57,0,160,342.066,10207260.0,1393,423,0
2,60,74,56,0,250,367.886,10944620.0,1151,272,0
3,60,75,56,0,420,383.709,11350110.0,1476,587,0
