stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,51,51,0,20,747.267,22403070.0,2214,270,728
1,120,52,52,0,90,772.341,23100710.0,2208,187,936
2,120,52,52,0,140,744.684,22236250.0,2269,131,790
3,120,52,52,0,230,752.112,22390370.0,2297,53,817
