stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,67,59,0,50,318.918,9551600.0,1196,491,0
1,60,64,59,1,130,298.990,8930820.0,1191,415,0
2,60,70,59,1,540,322.790,9509390.0,1082,219,0
3,60,75,58,0,360,360.237,10677410.0,1169,616,0
