stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,55,55,0,20,1498.015,44910490.0,6775,263,9182
1,120,55,54,0,70,1515.737,45366020.0,6768,170,9367
2,120,55,55,0,130,1374.462,41055190.0,6741,130,7564
3,120,55,55,0,210,1372.861,40897540.0,6764,47,7463
