stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,30,44,24,0,20,1220.140,36579800.0,7020,1000,5020
1,60,68,49,0,320,874.277,25948540.0,6235,270,4235
