stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,40,40,0,20,6918.441,207414870.0,20296,263,18296
1,120,41,40,0,70,6905.188,206672290.0,20255,170,18255
2,120,41,41,0,130,6879.586,205493230.0,20201,130,18201
3,120,41,41,0,210,6852.916,204148380.0,20134,47,18134
