stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,0,0,0,0,30000,NA,NA,NA,NA,0
1,0,0,0,0,30000,NA,NA,NA,NA,0
2,0,0,0,0,30000,NA,NA,NA,NA,0
3,1,1,1,0,6210,11924.000,283671960.0,23819,23819,21819
