slot,t,kind,reason,ref,attempt,seq,n_elig_ev,n_elig_st,lost,delay_ms,ack_type,ack_lost
889,8890,NONE,IDLE,0,0,0,0,0,0,0,,0
890,8900,NONE,IDLE,0,0,0,0,0,0,0,,0
891,8910,NONE,IDLE,0,0,0,0,0,0,0,,0
892,8920,NONE,IDLE,0,0,0,0,0,0,0,,0
893,8930,NONE,IDLE,0,0,0,0,0,0,0,,0
894,8940,NONE,IDLE,0,0,0,0,0,0,0,,0
895,8950,NONE,IDLE,0,0,0,0,0,0,0,,0
896,8960,NONE,IDLE,0,0,0,0,0,0,0,,0
897,8970,NONE,IDLE,0,0,0,0,0,0,0,,0
898,8980,NONE,IDLE,0,0,0,0,0,0,0,,0
899,8990,NONE,IDLE,0,0,0,0,0,0,0,,0
900,9000,NONE,IDLE,0,0,0,0,0,0,0,,0
901,9010,NONE,IDLE,0,0,0,0,0,0,0,,0
902,9020,NONE,IDLE,0,0,0,0,0,0,0,,0
903,9030,NONE,IDLE,0,0,0,0,0,0,0,,0
904,9040,NONE,IDLE,0,0,0,0,0,0,0,,0
905,9050,NONE,IDLE,0,0,0,0,0,0,0,,0
906,9060,NONE,IDLE,0,0,0,0,0,0,0,,0
907,9070,NONE,IDLE,0,0,0,0,0,0,0,,0
908,9080,NONE,IDLE,0,0,0,0,0,0,0,,0
909,9090,NONE,IDLE,0,0,0,0,0,0,0,,0
910,9100,NONE,IDLE,0,0,0,0,0,0,0,,0
911,9110,NONE,IDLE,0,0,0,0,0,0,0,,0
912,9120,NONE,IDLE,0,0,0,0,0,0,0,,0
913,9130,NONE,IDLE,0,0,0,0,0,0,0,,0
914,9140,NONE,IDLE,0,0,0,0,0,0,0,,0
915,9150,NONE,IDLE,0,0,0,0,0,0,0,,0
916,9160,NONE,IDLE,0,0,0,0,0,0,0,,0
917,9170,NONE,IDLE,0,0,0,0,0,0,0,,0
918,9180,NONE,IDLE,0,0,0,0,0,0,0,,0
919,9190,NONE,IDLE,0,0,0,0,0,0,0,,0
920,9200,NONE,IDLE,0,0,0,0,0,0,0,,0
921,9210,NONE,IDLE,0,0,0,0,0,0,0,,0
922,9220,NONE,IDLE,0,0,0,0,0,0,0,,0
923,9230,NONE,IDLE,0,0,0,0,0,0,0,,0
924,9240,NONE,IDLE,0,0,0,0,0,0,0,,0
925,9250,NONE,IDLE,0,0,0,0,0,0,0,,0
926,9260,NONE,IDLE,0,0,0,0,0,0,0,,0
927,9270,NONE,IDLE,0,0,0,0,0,0,0,,0
928,9280,NONE,IDLE,0,0,0,0,0,0,0,,0
929,9290,NONE,IDLE,0,0,0,0,0,0,0,,0
930,9300,NONE,IDLE,0,0,0,0,0,0,0,,0
931,9310,NONE,IDLE,0,0,0,0,0,0,0,,0
932,9320,NONE,IDLE,0,0,0,0,0,0,0,,0
933,9330,NONE,IDLE,0,0,0,0,0,0,0,,0
934,9340,NONE,IDLE,0,0,0,0,0,0,0,,0
935,9350,NONE,IDLE,0,0,0,0,0,0,0,,0
936,9360,NONE,IDLE,0,0,0,0,0,0,0,,0
937,9370,NONE,IDLE,0,0,0,0,0,0,0,,0
938,9380,NONE,IDLE,0,0,0,0,0,0,0,,0
939,9390,NONE,IDLE,0,0,0,0,0,0,0,,0
940,9400,NONE,IDLE,0,0,0,0,0,0,0,,0
941,9410,NONE,IDLE,0,0,0,0,0,0,0,,0
942,9420,NONE,IDLE,0,0,0,0,0,0,0,,0
943,9430,NONE,IDLE,0,0,0,0,0,0,0,,0
944,9440,NONE,IDLE,0,0,0,0,0,0,0,,0
945,9450,NONE,IDLE,0,0,0,0,0,0,0,,0
946,9460,NONE,IDLE,0,0,0,0,0,0,0,,0
947,9470,NONE,IDLE,0,0,0,0,0,0,0,,0
948,9480,NONE,IDLE,0,0,0,0,0,0,0,,0
949,9490,NONE,IDLE,0,0,0,0,0,0,0,,0
950,9500,NONE,IDLE,0,0,0,0,0,0,0,,0
951,9510,NONE,IDLE,0,0,0,0,0,0,0,,0
952,9520,NONE,IDLE,0,0,0,0,0,0,0,,0
953,9530,NONE,IDLE,0,0,0,0,0,0,0,,0
954,9540,NONE,IDLE,0,0,0,0,0,0,0,,0
955,9550,NONE,IDLE,0,0,0,0,0,0,0,,0
956,9560,NONE,IDLE,0,0,0,0,0,0,0,,0
957,9570,NONE,IDLE,0,0,0,0,0,0,0,,0
958,9580,NONE,IDLE,0,0,0,0,0,0,0,,0
959,9590,NONE,IDLE,0,0,0,0,0,0,0,,0
960,9600,NONE,IDLE,0,0,0,0,0,0,0,,0
961,9610,NONE,IDLE,0,0,0,0,0,0,0,,0
962,9620,NONE,IDLE,0,0,0,0,0,0,0,,0
963,9630,NONE,IDLE,0,0,0,0,0,0,0,,0
964,9640,NONE,IDLE,0,0,0,0,0,0,0,,0
965,9650,NONE,IDLE,0,0,0,0,0,0,0,,0
966,9660,NONE,IDLE,0,0,0,0,0,0,0,,0
967,9670,NONE,IDLE,0,0,0,0,0,0,0,,0
968,9680,NONE,IDLE,0,0,0,0,0,0,0,,0
969,9690,NONE,IDLE,0,0,0,0,0,0,0,,0
970,9700,NONE,IDLE,0,0,0,0,0,0,0,,0
971,9710,NONE,IDLE,0,0,0,0,0,0,0,,0
972,9720,NONE,IDLE,0,0,0,0,0,0,0,,0
973,9730,NONE,IDLE,0,0,0,0,0,0,0,,0
974,9740,NONE,IDLE,0,0,0,0,0,0,0,,0
975,9750,NONE,IDLE,0,0,0,0,0,0,0,,0
976,9760,NONE,IDLE,0,0,0,0,0,0,0,,0
977,9770,NONE,IDLE,0,0,0,0,0,0,0,,0
978,9780,NONE,IDLE,0,0,0,0,0,0,0,,0
979,9790,NONE,IDLE,0,0,0,0,0,0,0,,0
980,9800,NONE,IDLE,0,0,0,0,0,0,0,,0
981,9810,NONE,IDLE,0,0,0,0,0,0,0,,0
982,9820,NONE,IDLE,0,0,0,0,0,0,0,,0
983,9830,NONE,IDLE,0,0,0,0,0,0,0,,0
984,9840,NONE,IDLE,0,0,0,0,0,0,0,,0
985,9850,NONE,IDLE,0,0,0,0,0,0,0,,0
986,9860,NONE,IDLE,0,0,0,0,0,0,0,,0
987,9870,NONE,IDLE,0,0,0,0,0,0,0,,0
988,9880,NONE,IDLE,0,0,0,0,0,0,0,,0
989,9890,NONE,IDLE,0,0,0,0,0,0,0,,0
990,9900,NONE,IDLE,0,0,0,0,0,0,0,,0
991,9910,NONE,IDLE,0,0,0,0,0,0,0,,0
992,9920,NONE,IDLE,0,0,0,0,0,0,0,,0
993,9930,NONE,IDLE,0,0,0,0,0,0,0,,0
994,9940,NONE,IDLE,0,0,0,0,0,0,0,,0
995,9950,NONE,IDLE,0,0,0,0,0,0,0,,0
996,9960,NONE,IDLE,0,0,0,0,0,0,0,,0
997,9970,NONE,IDLE,0,0,0,0,0,0,0,,0
998,9980,NONE,IDLE,0,0,0,0,0,0,0,,0
999,9990,NONE,IDLE,0,0,0,0,0,0,0,,0
1000,10000,NONE,IDLE,0,0,0,0,0,0,0,,0
1001,10010,NONE,IDLE,0,0,0,0,0,0,0,,0
1002,10020,NONE,IDLE,0,0,0,0,0,0,0,,0
1003,10030,NONE,IDLE,0,0,0,0,0,0,0,,0
1004,10040,NONE,IDLE,0,0,0,0,0,0,0,,0
1005,10050,NONE,IDLE,0,0,0,0,0,0,0,,0
1006,10060,NONE,IDLE,0,0,0,0,0,0,0,,0
1007,10070,NONE,IDLE,0,0,0,0,0,0,0,,0
1008,10080,NONE,IDLE,0,0,0,0,0,0,0,,0
1009,10090,NONE,IDLE,0,0,0,0,0,0,0,,0
1010,10100,NONE,IDLE,0,0,0,0,0,0,0,,0
1011,10110,NONE,IDLE,0,0,0,0,0,0,0,,0
1012,10120,NONE,IDLE,0,0,0,0,0,0,0,,0
1013,10130,NONE,IDLE,0,0,0,0,0,0,0,,0
1014,10140,NONE,IDLE,0,0,0,0,0,0,0,,0
1015,10150,NONE,IDLE,0,0,0,0,0,0,0,,0
1016,10160,NONE,IDLE,0,0,0,0,0,0,0,,0
1017,10170,NONE,IDLE,0,0,0,0,0,0,0,,0
1018,10180,NONE,IDLE,0,0,0,0,0,0,0,,0
1019,10190,NONE,IDLE,0,0,0,0,0,0,0,,0
1020,10200,NONE,IDLE,0,0,0,0,0,0,0,,0
1021,10210,NONE,IDLE,0,0,0,0,0,0,0,,0
1022,10220,NONE,IDLE,0,0,0,0,0,0,0,,0
1023,10230,NONE,IDLE,0,0,0,0,0,0,0,,0
1024,10240,NONE,IDLE,0,0,0,0,0,0,0,,0
1025,10250,NONE,IDLE,0,0,0,0,0,0,0,,0
1026,10260,NONE,IDLE,0,0,0,0,0,0,0,,0
1027,10270,NONE,IDLE,0,0,0,0,0,0,0,,0
1028,10280,NONE,IDLE,0,0,0,0,0,0,0,,0
1029,10290,NONE,IDLE,0,0,0,0,0,0,0,,0
1030,10300,NONE,IDLE,0,0,0,0,0,0,0,,0
1031,10310,NONE,IDLE,0,0,0,0,0,0,0,,0
1032,10320,NONE,IDLE,0,0,0,0,0,0,0,,0
1033,10330,NONE,IDLE,0,0,0,0,0,0,0,,0
1034,10340,NONE,IDLE,0,0,0,0,0,0,0,,0
1035,10350,NONE,IDLE,0,0,0,0,0,0,0,,0
1036,10360,NONE,IDLE,0,0,0,0,0,0,0,,0
1037,10370,NONE,IDLE,0,0,0,0,0,0,0,,0
1038,10380,NONE,IDLE,0,0,0,0,0,0,0,,0
1039,10390,NONE,IDLE,0,0,0,0,0,0,0,,0
1040,10400,NONE,IDLE,0,0,0,0,0,0,0,,0
1041,10410,NONE,IDLE,0,0,0,0,0,0,0,,0
1042,10420,NONE,IDLE,0,0,0,0,0,0,0,,0
1043,10430,NONE,IDLE,0,0,0,0,0,0,0,,0
1044,10440,NONE,IDLE,0,0,0,0,0,0,0,,0
1045,10450,NONE,IDLE,0,0,0,0,0,0,0,,0
1046,10460,NONE,IDLE,0,0,0,0,0,0,0,,0
1047,10470,NONE,IDLE,0,0,0,0,0,0,0,,0
1048,10480,NONE,IDLE,0,0,0,0,0,0,0,,0
1049,10490,NONE,IDLE,0,0,0,0,0,0,0,,0
1050,10500,NONE,IDLE,0,0,0,0,0,0,0,,0
1051,10510,NONE,IDLE,0,0,0,0,0,0,0,,0
1052,10520,NONE,IDLE,0,0,0,0,0,0,0,,0
1053,10530,NONE,IDLE,0,0,0,0,0,0,0,,0
1054,10540,NONE,IDLE,0,0,0,0,0,0,0,,0
1055,10550,NONE,IDLE,0,0,0,0,0,0,0,,0
1056,10560,NONE,IDLE,0,0,0,0,0,0,0,,0
1057,10570,NONE,IDLE,0,0,0,0,0,0,0,,0
1058,10580,NONE,IDLE,0,0,0,0,0,0,0,,0
1059,10590,NONE,IDLE,0,0,0,0,0,0,0,,0
1060,10600,NONE,IDLE,0,0,0,0,0,0,0,,0
1061,10610,NONE,IDLE,0,0,0,0,0,0,0,,0
1062,10620,NONE,IDLE,0,0,0,0,0,0,0,,0
1063,10630,NONE,IDLE,0,0,0,0,0,0,0,,0
1064,10640,NONE,IDLE,0,0,0,0,0,0,0,,0
1065,10650,NONE,IDLE,0,0,0,0,0,0,0,,0
1066,10660,NONE,IDLE,0,0,0,0,0,0,0,,0
1067,10670,NONE,IDLE,0,0,0,0,0,0,0,,0
1068,10680,NONE,IDLE,0,0,0,0,0,0,0,,0
1069,10690,NONE,IDLE,0,0,0,0,0,0,0,,0
1070,10700,NONE,IDLE,0,0,0,0,0,0,0,,0
1071,10710,NONE,IDLE,0,0,0,0,0,0,0,,0
1072,10720,NONE,IDLE,0,0,0,0,0,0,0,,0
1073,10730,NONE,IDLE,0,0,0,0,0,0,0,,0
1074,10740,NONE,IDLE,0,0,0,0,0,0,0,,0
1075,10750,NONE,IDLE,0,0,0,0,0,0,0,,0
1076,10760,NONE,IDLE,0,0,0,0,0,0,0,,0
1077,10770,NONE,IDLE,0,0,0,0,0,0,0,,0
1078,10780,NONE,IDLE,0,0,0,0,0,0,0,,0
1079,10790,NONE,IDLE,0,0,0,0,0,0,0,,0
1080,10800,NONE,IDLE,0,0,0,0,0,0,0,,0
1081,10810,NONE,IDLE,0,0,0,0,0,0,0,,0
1082,10820,NONE,IDLE,0,0,0,0,0,0,0,,0
1083,10830,NONE,IDLE,0,0,0,0,0,0,0,,0
1084,10840,NONE,IDLE,0,0,0,0,0,0,0,,0
1085,10850,NONE,IDLE,0,0,0,0,0,0,0,,0
1086,10860,NONE,IDLE,0,0,0,0,0,0,0,,0
1087,10870,NONE,IDLE,0,0,0,0,0,0,0,,0
1088,10880,NONE,IDLE,0,0,0,0,0,0,0,,0
1089,10890,NONE,IDLE,0,0,0,0,0,0,0,,0
1090,10900,NONE,IDLE,0,0,0,0,0,0,0,,0
1091,10910,NONE,IDLE,0,0,0,0,0,0,0,,0
1092,10920,NONE,IDLE,0,0,0,0,0,0,0,,0
1093,10930,NONE,IDLE,0,0,0,0,0,0,0,,0
1094,10940,NONE,IDLE,0,0,0,0,0,0,0,,0
1095,10950,NONE,IDLE,0,0,0,0,0,0,0,,0
1096,10960,NONE,IDLE,0,0,0,0,0,0,0,,0
1097,10970,NONE,IDLE,0,0,0,0,0,0,0,,0
1098,10980,NONE,IDLE,0,0,0,0,0,0,0,,0
1099,10990,NONE,IDLE,0,0,0,0,0,0,0,,0
1100,11000,NONE,IDLE,0,0,0,0,0,0,0,,0
1101,11010,NONE,IDLE,0,0,0,0,0,0,0,,0
1102,11020,NONE,IDLE,0,0,0,0,0,0,0,,0
1103,11030,NONE,IDLE,0,0,0,0,0,0,0,,0
1104,11040,NONE,IDLE,0,0,0,0,0,0,0,,0
1105,11050,NONE,IDLE,0,0,0,0,0,0,0,,0
1106,11060,NONE,IDLE,0,0,0,0,0,0,0,,0
1107,11070,NONE,IDLE,0,0,0,0,0,0,0,,0
1108,11080,NONE,IDLE,0,0,0,0,0,0,0,,0
1109,11090,NONE,IDLE,0,0,0,0,0,0,0,,0
1110,11100,NONE,IDLE,0,0,0,0,0,0,0,,0
1111,11110,NONE,IDLE,0,0,0,0,0,0,0,,0
1112,11120,NONE,IDLE,0,0,0,0,0,0,0,,0
1113,11130,NONE,IDLE,0,0,0,0,0,0,0,,0
1114,11140,NONE,IDLE,0,0,0,0,0,0,0,,0
1115,11150,NONE,IDLE,0,0,0,0,0,0,0,,0
1116,11160,NONE,IDLE,0,0,0,0,0,0,0,,0
1117,11170,NONE,IDLE,0,0,0,0,0,0,0,,0
1118,11180,NONE,IDLE,0,0,0,0,0,0,0,,0
1119,11190,NONE,IDLE,0,0,0,0,0,0,0,,0
1120,11200,NONE,IDLE,0,0,0,0,0,0,0,,0
1121,11210,NONE,IDLE,0,0,0,0,0,0,0,,0
1122,11220,NONE,IDLE,0,0,0,0,0,0,0,,0
1123,11230,NONE,IDLE,0,0,0,0,0,0,0,,0
1124,11240,NONE,IDLE,0,0,0,0,0,0,0,,0
1125,11250,NONE,IDLE,0,0,0,0,0,0,0,,0
1126,11260,NONE,IDLE,0,0,0,0,0,0,0,,0
1127,11270,NONE,IDLE,0,0,0,0,0,0,0,,0
1128,11280,NONE,IDLE,0,0,0,0,0,0,0,,0
1129,11290,NONE,IDLE,0,0,0,0,0,0,0,,0
1130,11300,NONE,IDLE,0,0,0,0,0,0,0,,0
1131,11310,NONE,IDLE,0,0,0,0,0,0,0,,0
1132,11320,NONE,IDLE,0,0,0,0,0,0,0,,0
1133,11330,NONE,IDLE,0,0,0,0,0,0,0,,0
1134,11340,NONE,IDLE,0,0,0,0,0,0,0,,0
1135,11350,NONE,IDLE,0,0,0,0,0,0,0,,0
1136,11360,NONE,IDLE,0,0,0,0,0,0,0,,0
1137,11370,NONE,IDLE,0,0,0,0,0,0,0,,0
1138,11380,NONE,IDLE,0,0,0,0,0,0,0,,0
1139,11390,NONE,IDLE,0,0,0,0,0,0,0,,0
1140,11400,NONE,IDLE,0,0,0,0,0,0,0,,0
1141,11410,NONE,IDLE,0,0,0,0,0,0,0,,0
1142,11420,NONE,IDLE,0,0,0,0,0,0,0,,0
1143,11430,NONE,IDLE,0,0,0,0,0,0,0,,0
1144,11440,NONE,IDLE,0,0,0,0,0,0,0,,0
1145,11450,NONE,IDLE,0,0,0,0,0,0,0,,0
1146,11460,NONE,IDLE,0,0,0,0,0,0,0,,0
1147,11470,NONE,IDLE,0,0,0,0,0,0,0,,0
1148,11480,NONE,IDLE,0,0,0,0,0,0,0,,0
1149,11490,NONE,IDLE,0,0,0,0,0,0,0,,0
1150,11500,NONE,IDLE,0,0,0,0,0,0,0,,0
1151,11510,NONE,IDLE,0,0,0,0,0,0,0,,0
1152,11520,NONE,IDLE,0,0,0,0,0,0,0,,0
1153,11530,NONE,IDLE,0,0,0,0,0,0,0,,0
1154,11540,NONE,IDLE,0,0,0,0,0,0,0,,0
1155,11550,NONE,IDLE,0,0,0,0,0,0,0,,0
1156,11560,NONE,IDLE,0,0,0,0,0,0,0,,0
1157,11570,NONE,IDLE,0,0,0,0,0,0,0,,0
1158,11580,NONE,IDLE,0,0,0,0,0,0,0,,0
1159,11590,NONE,IDLE,0,0,0,0,0,0,0,,0
1160,11600,NONE,IDLE,0,0,0,0,0,0,0,,0
1161,11610,NONE,IDLE,0,0,0,0,0,0,0,,0
1162,11620,NONE,IDLE,0,0,0,0,0,0,0,,0
1163,11630,NONE,IDLE,0,0,0,0,0,0,0,,0
1164,11640,NONE,IDLE,0,0,0,0,0,0,0,,0
1165,11650,NONE,IDLE,0,0,0,0,0,0,0,,0
1166,11660,NONE,IDLE,0,0,0,0,0,0,0,,0
1167,11670,NONE,IDLE,0,0,0,0,0,0,0,,0
1168,11680,NONE,IDLE,0,0,0,0,0,0,0,,0
1169,11690,NONE,IDLE,0,0,0,0,0,0,0,,0
1170,11700,NONE,IDLE,0,0,0,0,0,0,0,,0
1171,11710,NONE,IDLE,0,0,0,0,0,0,0,,0
1172,11720,NONE,IDLE,0,0,0,0,0,0,0,,0
1173,11730,NONE,IDLE,0,0,0,0,0,0,0,,0
1174,11740,NONE,IDLE,0,0,0,0,0,0,0,,0
1175,11750,NONE,IDLE,0,0,0,0,0,0,0,,0
1176,11760,NONE,IDLE,0,0,0,0,0,0,0,,0
1177,11770,NONE,IDLE,0,0,0,0,0,0,0,,0
1178,11780,NONE,IDLE,0,0,0,0,0,0,0,,0
1179,11790,NONE,IDLE,0,0,0,0,0,0,0,,0
1180,11800,NONE,IDLE,0,0,0,0,0,0,0,,0
1181,11810,NONE,IDLE,0,0,0,0,0,0,0,,0
1182,11820,NONE,IDLE,0,0,0,0,0,0,0,,0
1183,11830,NONE,IDLE,0,0,0,0,0,0,0,,0
1184,11840,NONE,IDLE,0,0,0,0,0,0,0,,0
1185,11850,NONE,IDLE,0,0,0,0,0,0,0,,0
1186,11860,NONE,IDLE,0,0,0,0,0,0,0,,0
1187,11870,NONE,IDLE,0,0,0,0,0,0,0,,0
1188,11880,NONE,IDLE,0,0,0,0,0,0,0,,0
1189,11890,NONE,IDLE,0,0,0,0,0,0,0,,0
1190,11900,NONE,IDLE,0,0,0,0,0,0,0,,0
1191,11910,NONE,IDLE,0,0,0,0,0,0,0,,0
1192,11920,NONE,IDLE,0,0,0,0,0,0,0,,0
1193,11930,NONE,IDLE,0,0,0,0,0,0,0,,0
1194,11940,NONE,IDLE,0,0,0,0,0,0,0,,0
1195,11950,NONE,IDLE,0,0,0,0,0,0,0,,0
1196,11960,NONE,IDLE,0,0,0,0,0,0,0,,0
1197,11970,NONE,IDLE,0,0,0,0,0,0,0,,0
1198,11980,NONE,IDLE,0,0,0,0,0,0,0,,0
1199,11990,NONE,IDLE,0,0,0,0,0,0,0,,0
1200,12000,NONE,IDLE,0,0,0,0,0,0,0,,0
1201,12010,NONE,IDLE,0,0,0,0,0,0,0,,0
1202,12020,NONE,IDLE,0,0,0,0,0,0,0,,0
1203,12030,NONE,IDLE,0,0,0,0,0,0,0,,0
1204,12040,NONE,IDLE,0,0,0,0,0,0,0,,0
1205,12050,NONE,IDLE,0,0,0,0,0,0,0,,0
1206,12060,NONE,IDLE,0,0,0,0,0,0,0,,0
1207,12070,NONE,IDLE,0,0,0,0,0,0,0,,0
1208,12080,NONE,IDLE,0,0,0,0,0,0,0,,0
1209,12090,NONE,IDLE,0,0,0,0,0,0,0,,0
1210,12100,NONE,IDLE,0,0,0,0,0,0,0,,0
1211,12110,NONE,IDLE,0,0,0,0,0,0,0,,0
1212,12120,NONE,IDLE,0,0,0,0,0,0,0,,0
1213,12130,NONE,IDLE,0,0,0,0,0,0,0,,0
1214,12140,NONE,IDLE,0,0,0,0,0,0,0,,0
1215,12150,NONE,IDLE,0,0,0,0,0,0,0,,0
1216,12160,NONE,IDLE,0,0,0,0,0,0,0,,0
1217,12170,NONE,IDLE,0,0,0,0,0,0,0,,0
1218,12180,NONE,IDLE,0,0,0,0,0,0,0,,0
1219,12190,NONE,IDLE,0,0,0,0,0,0,0,,0
1220,12200,NONE,IDLE,0,0,0,0,0,0,0,,0
1221,12210,NONE,IDLE,0,0,0,0,0,0,0,,0
1222,12220,NONE,IDLE,0,0,0,0,0,0,0,,0
1223,12230,NONE,IDLE,0,0,0,0,0,0,0,,0
1224,12240,NONE,IDLE,0,0,0,0,0,0,0,,0
1225,12250,NONE,IDLE,0,0,0,0,0,0,0,,0
1226,12260,NONE,IDLE,0,0,0,0,0,0,0,,0
1227,12270,NONE,IDLE,0,0,0,0,0,0,0,,0
1228,12280,NONE,IDLE,0,0,0,0,0,0,0,,0
1229,12290,NONE,IDLE,0,0,0,0,0,0,0,,0
1230,12300,NONE,IDLE,0,0,0,0,0,0,0,,0
1231,12310,NONE,IDLE,0,0,0,0,0,0,0,,0
1232,12320,NONE,IDLE,0,0,0,0,0,0,0,,0
1233,12330,NONE,IDLE,0,0,0,0,0,0,0,,0
1234,12340,NONE,IDLE,0,0,0,0,0,0,0,,0
1235,12350,NONE,IDLE,0,0,0,0,0,0,0,,0
1236,12360,NONE,IDLE,0,0,0,0,0,0,0,,0
1237,12370,NONE,IDLE,0,0,0,0,0,0,0,,0
1238,12380,NONE,IDLE,0,0,0,0,0,0,0,,0
1239,12390,NONE,IDLE,0,0,0,0,0,0,0,,0
1240,12400,NONE,IDLE,0,0,0,0,0,0,0,,0
1241,12410,NONE,IDLE,0,0,0,0,0,0,0,,0
1242,12420,NONE,IDLE,0,0,0,0,0,0,0,,0
1243,12430,NONE,IDLE,0,0,0,0,0,0,0,,0
1244,12440,NONE,IDLE,0,0,0,0,0,0,0,,0
1245,12450,NONE,IDLE,0,0,0,0,0,0,0,,0
1246,12460,NONE,IDLE,0,0,0,0,0,0,0,,0
1247,12470,NONE,IDLE,0,0,0,0,0,0,0,,0
1248,12480,NONE,IDLE,0,0,0,0,0,0,0,,0
1249,12490,NONE,IDLE,0,0,0,0,0,0,0,,0
1250,12500,NONE,IDLE,0,0,0,0,0,0,0,,0
1251,12510,NONE,IDLE,0,0,0,0,0,0,0,,0
1252,12520,NONE,IDLE,0,0,0,0,0,0,0,,0
1253,12530,NONE,IDLE,0,0,0,0,0,0,0,,0
1254,12540,NONE,IDLE,0,0,0,0,0,0,0,,0
1255,12550,NONE,IDLE,0,0,0,0,0,0,0,,0
1256,12560,NONE,IDLE,0,0,0,0,0,0,0,,0
1257,12570,NONE,IDLE,0,0,0,0,0,0,0,,0
1258,12580,NONE,IDLE,0,0,0,0,0,0,0,,0
1259,12590,NONE,IDLE,0,0,0,0,0,0,0,,0
1260,12600,NONE,IDLE,0,0,0,0,0,0,0,,0
1261,12610,NONE,IDLE,0,0,0,0,0,0,0,,0
1262,12620,NONE,IDLE,0,0,0,0,0,0,0,,0
1263,12630,NONE,IDLE,0,0,0,0,0,0,0,,0
1264,12640,NONE,IDLE,0,0,0,0,0,0,0,,0
1265,12650,NONE,IDLE,0,0,0,0,0,0,0,,0
1266,12660,NONE,IDLE,0,0,0,0,0,0,0,,0
1267,12670,NONE,IDLE,0,0,0,0,0,0,0,,0
1268,12680,NONE,IDLE,0,0,0,0,0,0,0,,0
1269,12690,NONE,IDLE,0,0,0,0,0,0,0,,0
1270,12700,NONE,IDLE,0,0,0,0,0,0,0,,0
1271,12710,NONE,IDLE,0,0,0,0,0,0,0,,0
1272,12720,NONE,IDLE,0,0,0,0,0,0,0,,0
1273,12730,NONE,IDLE,0,0,0,0,0,0,0,,0
1274,12740,NONE,IDLE,0,0,0,0,0,0,0,,0
1275,12750,NONE,IDLE,0,0,0,0,0,0,0,,0
1276,12760,NONE,IDLE,0,0,0,0,0,0,0,,0
1277,12770,NONE,IDLE,0,0,0,0,0,0,0,,0
1278,12780,NONE,IDLE,0,0,0,0,0,0,0,,0
1279,12790,NONE,IDLE,0,0,0,0,0,0,0,,0
1280,12800,NONE,IDLE,0,0,0,0,0,0,0,,0
1281,12810,NONE,IDLE,0,0,0,0,0,0,0,,0
1282,12820,NONE,IDLE,0,0,0,0,0,0,0,,0
1283,12830,NONE,IDLE,0,0,0,0,0,0,0,,0
1284,12840,NONE,IDLE,0,0,0,0,0,0,0,,0
1285,12850,NONE,IDLE,0,0,0,0,0,0,0,,0
1286,12860,NONE,IDLE,0,0,0,0,0,0,0,,0
1287,12870,NONE,IDLE,0,0,0,0,0,0,0,,0
1288,12880,NONE,IDLE,0,0,0,0,0,0,0,,0
1289,12890,NONE,IDLE,0,0,0,0,0,0,0,,0
1290,12900,NONE,IDLE,0,0,0,0,0,0,0,,0
1291,12910,NONE,IDLE,0,0,0,0,0,0,0,,0
1292,12920,NONE,IDLE,0,0,0,0,0,0,0,,0
1293,12930,NONE,IDLE,0,0,0,0,0,0,0,,0
1294,12940,NONE,IDLE,0,0,0,0,0,0,0,,0
1295,12950,NONE,IDLE,0,0,0,0,0,0,0,,0
1296,12960,NONE,IDLE,0,0,0,0,0,0,0,,0
1297,12970,NONE,IDLE,0,0,0,0,0,0,0,,0
1298,12980,NONE,IDLE,0,0,0,0,0,0,0,,0
1299,12990,NONE,IDLE,0,0,0,0,0,0,0,,0
1300,13000,NONE,IDLE,0,0,0,0,0,0,0,,0
1301,13010,NONE,IDLE,0,0,0,0,0,0,0,,0
1302,13020,NONE,IDLE,0,0,0,0,0,0,0,,0
1303,13030,NONE,IDLE,0,0,0,0,0,0,0,,0
1304,13040,NONE,IDLE,0,0,0,0,0,0,0,,0
1305,13050,NONE,IDLE,0,0,0,0,0,0,0,,0
1306,13060,NONE,IDLE,0,0,0,0,0,0,0,,0
1307,13070,NONE,IDLE,0,0,0,0,0,0,0,,0
1308,13080,NONE,IDLE,0,0,0,0,0,0,0,,0
1309,13090,NONE,IDLE,0,0,0,0,0,0,0,,0
1310,13100,NONE,IDLE,0,0,0,0,0,0,0,,0
1311,13110,NONE,IDLE,0,0,0,0,0,0,0,,0
1312,13120,NONE,IDLE,0,0,0,0,0,0,0,,0
1313,13130,NONE,IDLE,0,0,0,0,0,0,0,,0
1314,13140,NONE,IDLE,0,0,0,0,0,0,0,,0
1315,13150,NONE,IDLE,0,0,0,0,0,0,0,,0
1316,13160,NONE,IDLE,0,0,0,0,0,0,0,,0
1317,13170,NONE,IDLE,0,0,0,0,0,0,0,,0
1318,13180,NONE,IDLE,0,0,0,0,0,0,0,,0
1319,13190,NONE,IDLE,0,0,0,0,0,0,0,,0
1320,13200,NONE,IDLE,0,0,0,0,0,0,0,,0
1321,13210,NONE,IDLE,0,0,0,0,0,0,0,,0
1322,13220,NONE,IDLE,0,0,0,0,0,0,0,,0
1323,13230,NONE,IDLE,0,0,0,0,0,0,0,,0
1324,13240,NONE,IDLE,0,0,0,0,0,0,0,,0
1325,13250,NONE,IDLE,0,0,0,0,0,0,0,,0
1326,13260,NONE,IDLE,0,0,0,0,0,0,0,,0
1327,13270,NONE,IDLE,0,0,0,0,0,0,0,,0
