slot,t,kind,reason,ref,attempt,seq,n_elig_ev,n_elig_st,lost,delay_ms,ack_type,ack_lost
445,4450,NONE,IDLE,0,0,0,0,0,0,0,,0
446,4460,NONE,IDLE,0,0,0,0,0,0,0,,0
447,4470,NONE,IDLE,0,0,0,0,0,0,0,,0
448,4480,NONE,IDLE,0,0,0,0,0,0,0,,0
449,4490,NONE,IDLE,0,0,0,0,0,0,0,,0
450,4500,NONE,IDLE,0,0,0,0,0,0,0,,0
451,4510,NONE,IDLE,0,0,0,0,0,0,0,,0
452,4520,NONE,IDLE,0,0,0,0,0,0,0,,0
453,4530,NONE,IDLE,0,0,0,0,0,0,0,,0
454,4540,NONE,IDLE,0,0,0,0,0,0,0,,0
455,4550,NONE,IDLE,0,0,0,0,0,0,0,,0
456,4560,NONE,IDLE,0,0,0,0,0,0,0,,0
457,4570,NONE,IDLE,0,0,0,0,0,0,0,,0
458,4580,NONE,IDLE,0,0,0,0,0,0,0,,0
459,4590,NONE,IDLE,0,0,0,0,0,0,0,,0
460,4600,NONE,IDLE,0,0,0,0,0,0,0,,0
461,4610,NONE,IDLE,0,0,0,0,0,0,0,,0
462,4620,NONE,IDLE,0,0,0,0,0,0,0,,0
463,4630,NONE,IDLE,0,0,0,0,0,0,0,,0
464,4640,NONE,IDLE,0,0,0,0,0,0,0,,0
465,4650,NONE,IDLE,0,0,0,0,0,0,0,,0
466,4660,NONE,IDLE,0,0,0,0,0,0,0,,0
467,4670,NONE,IDLE,0,0,0,0,0,0,0,,0
468,4680,NONE,IDLE,0,0,0,0,0,0,0,,0
469,4690,NONE,IDLE,0,0,0,0,0,0,0,,0
470,4700,NONE,IDLE,0,0,0,0,0,0,0,,0
471,4710,NONE,IDLE,0,0,0,0,0,0,0,,0
472,4720,NONE,IDLE,0,0,0,0,0,0,0,,0
473,4730,NONE,IDLE,0,0,0,0,0,0,0,,0
474,4740,NONE,IDLE,0,0,0,0,0,0,0,,0
475,4750,NONE,IDLE,0,0,0,0,0,0,0,,0
476,4760,NONE,IDLE,0,0,0,0,0,0,0,,0
477,4770,NONE,IDLE,0,0,0,0,0,0,0,,0
478,4780,NONE,IDLE,0,0,0,0,0,0,0,,0
479,4790,NONE,IDLE,0,0,0,0,0,0,0,,0
480,4800,NONE,IDLE,0,0,0,0,0,0,0,,0
481,4810,NONE,IDLE,0,0,0,0,0,0,0,,0
482,4820,NONE,IDLE,0,0,0,0,0,0,0,,0
483,4830,NONE,IDLE,0,0,0,0,0,0,0,,0
484,4840,NONE,IDLE,0,0,0,0,0,0,0,,0
485,4850,NONE,IDLE,0,0,0,0,0,0,0,,0
486,4860,NONE,IDLE,0,0,0,0,0,0,0,,0
487,4870,NONE,IDLE,0,0,0,0,0,0,0,,0
488,4880,NONE,IDLE,0,0,0,0,0,0,0,,0
489,4890,NONE,IDLE,0,0,0,0,0,0,0,,0
490,4900,NONE,IDLE,0,0,0,0,0,0,0,,0
491,4910,NONE,IDLE,0,0,0,0,0,0,0,,0
492,4920,NONE,IDLE,0,0,0,0,0,0,0,,0
493,4930,NONE,IDLE,0,0,0,0,0,0,0,,0
494,4940,NONE,IDLE,0,0,0,0,0,0,0,,0
495,4950,NONE,IDLE,0,0,0,0,0,0,0,,0
496,4960,NONE,IDLE,0,0,0,0,0,0,0,,0
497,4970,NONE,IDLE,0,0,0,0,0,0,0,,0
498,4980,NONE,IDLE,0,0,0,0,0,0,0,,0
499,4990,NONE,IDLE,0,0,0,0,0,0,0,,0
500,5000,NONE,IDLE,0,0,0,0,0,0,0,,0
501,5010,NONE,IDLE,0,0,0,0,0,0,0,,0
502,5020,NONE,IDLE,0,0,0,0,0,0,0,,0
503,5030,NONE,IDLE,0,0,0,0,0,0,0,,0
504,5040,NONE,IDLE,0,0,0,0,0,0,0,,0
505,5050,NONE,IDLE,0,0,0,0,0,0,0,,0
506,5060,NONE,IDLE,0,0,0,0,0,0,0,,0
507,5070,NONE,IDLE,0,0,0,0,0,0,0,,0
508,5080,NONE,IDLE,0,0,0,0,0,0,0,,0
509,5090,NONE,IDLE,0,0,0,0,0,0,0,,0
510,5100,NONE,IDLE,0,0,0,0,0,0,0,,0
511,5110,NONE,IDLE,0,0,0,0,0,0,0,,0
512,5120,NONE,IDLE,0,0,0,0,0,0,0,,0
513,5130,NONE,IDLE,0,0,0,0,0,0,0,,0
514,5140,NONE,IDLE,0,0,0,0,0,0,0,,0
515,5150,NONE,IDLE,0,0,0,0,0,0,0,,0
516,5160,NONE,IDLE,0,0,0,0,0,0,0,,0
517,5170,NONE,IDLE,0,0,0,0,0,0,0,,0
518,5180,NONE,IDLE,0,0,0,0,0,0,0,,0
519,5190,NONE,IDLE,0,0,0,0,0,0,0,,0
520,5200,NONE,IDLE,0,0,0,0,0,0,0,,0
521,5210,NONE,IDLE,0,0,0,0,0,0,0,,0
522,5220,NONE,IDLE,0,0,0,0,0,0,0,,0
523,5230,NONE,IDLE,0,0,0,0,0,0,0,,0
524,5240,NONE,IDLE,0,0,0,0,0,0,0,,0
525,5250,NONE,IDLE,0,0,0,0,0,0,0,,0
526,5260,NONE,IDLE,0,0,0,0,0,0,0,,0
527,5270,NONE,IDLE,0,0,0,0,0,0,0,,0
528,5280,NONE,IDLE,0,0,0,0,0,0,0,,0
529,5290,NONE,IDLE,0,0,0,0,0,0,0,,0
530,5300,NONE,IDLE,0,0,0,0,0,0,0,,0
531,5310,NONE,IDLE,0,0,0,0,0,0,0,,0
532,5320,NONE,IDLE,0,0,0,0,0,0,0,,0
533,5330,NONE,IDLE,0,0,0,0,0,0,0,,0
534,5340,NONE,IDLE,0,0,0,0,0,0,0,,0
535,5350,NONE,IDLE,0,0,0,0,0,0,0,,0
536,5360,NONE,IDLE,0,0,0,0,0,0,0,,0
537,5370,NONE,IDLE,0,0,0,0,0,0,0,,0
538,5380,NONE,IDLE,0,0,0,0,0,0,0,,0
539,5390,NONE,IDLE,0,0,0,0,0,0,0,,0
540,5400,NONE,IDLE,0,0,0,0,0,0,0,,0
541,5410,NONE,IDLE,0,0,0,0,0,0,0,,0
542,5420,NONE,IDLE,0,0,0,0,0,0,0,,0
543,5430,NONE,IDLE,0,0,0,0,0,0,0,,0
544,5440,NONE,IDLE,0,0,0,0,0,0,0,,0
545,5450,NONE,IDLE,0,0,0,0,0,0,0,,0
546,5460,NONE,IDLE,0,0,0,0,0,0,0,,0
547,5470,NONE,IDLE,0,0,0,0,0,0,0,,0
548,5480,NONE,IDLE,0,0,0,0,0,0,0,,0
549,5490,NONE,IDLE,0,0,0,0,0,0,0,,0
550,5500,NONE,IDLE,0,0,0,0,0,0,0,,0
551,5510,NONE,IDLE,0,0,0,0,0,0,0,,0
552,5520,NONE,IDLE,0,0,0,0,0,0,0,,0
553,5530,NONE,IDLE,0,0,0,0,0,0,0,,0
554,5540,NONE,IDLE,0,0,0,0,0,0,0,,0
555,5550,NONE,IDLE,0,0,0,0,0,0,0,,0
556,5560,NONE,IDLE,0,0,0,0,0,0,0,,0
557,5570,NONE,IDLE,0,0,0,0,0,0,0,,0
558,5580,NONE,IDLE,0,0,0,0,0,0,0,,0
559,5590,NONE,IDLE,0,0,0,0,0,0,0,,0
560,5600,NONE,IDLE,0,0,0,0,0,0,0,,0
561,5610,NONE,IDLE,0,0,0,0,0,0,0,,0
562,5620,NONE,IDLE,0,0,0,0,0,0,0,,0
563,5630,NONE,IDLE,0,0,0,0,0,0,0,,0
564,5640,NONE,IDLE,0,0,0,0,0,0,0,,0
565,5650,NONE,IDLE,0,0,0,0,0,0,0,,0
566,5660,NONE,IDLE,0,0,0,0,0,0,0,,0
567,5670,NONE,IDLE,0,0,0,0,0,0,0,,0
568,5680,NONE,IDLE,0,0,0,0,0,0,0,,0
569,5690,NONE,IDLE,0,0,0,0,0,0,0,,0
570,5700,NONE,IDLE,0,0,0,0,0,0,0,,0
571,5710,NONE,IDLE,0,0,0,0,0,0,0,,0
572,5720,NONE,IDLE,0,0,0,0,0,0,0,,0
573,5730,NONE,IDLE,0,0,0,0,0,0,0,,0
574,5740,NONE,IDLE,0,0,0,0,0,0,0,,0
575,5750,NONE,IDLE,0,0,0,0,0,0,0,,0
576,5760,NONE,IDLE,0,0,0,0,0,0,0,,0
577,5770,NONE,IDLE,0,0,0,0,0,0,0,,0
578,5780,NONE,IDLE,0,0,0,0,0,0,0,,0
579,5790,NONE,IDLE,0,0,0,0,0,0,0,,0
580,5800,NONE,IDLE,0,0,0,0,0,0,0,,0
581,5810,NONE,IDLE,0,0,0,0,0,0,0,,0
582,5820,NONE,IDLE,0,0,0,0,0,0,0,,0
583,5830,NONE,IDLE,0,0,0,0,0,0,0,,0
584,5840,NONE,IDLE,0,0,0,0,0,0,0,,0
585,5850,NONE,IDLE,0,0,0,0,0,0,0,,0
586,5860,NONE,IDLE,0,0,0,0,0,0,0,,0
587,5870,NONE,IDLE,0,0,0,0,0,0,0,,0
588,5880,NONE,IDLE,0,0,0,0,0,0,0,,0
589,5890,NONE,IDLE,0,0,0,0,0,0,0,,0
590,5900,NONE,IDLE,0,0,0,0,0,0,0,,0
591,5910,NONE,IDLE,0,0,0,0,0,0,0,,0
592,5920,NONE,IDLE,0,0,0,0,0,0,0,,0
593,5930,NONE,IDLE,0,0,0,0,0,0,0,,0
594,5940,NONE,IDLE,0,0,0,0,0,0,0,,0
595,5950,NONE,IDLE,0,0,0,0,0,0,0,,0
596,5960,NONE,IDLE,0,0,0,0,0,0,0,,0
597,5970,NONE,IDLE,0,0,0,0,0,0,0,,0
598,5980,NONE,IDLE,0,0,0,0,0,0,0,,0
599,5990,NONE,IDLE,0,0,0,0,0,0,0,,0
600,6000,NONE,IDLE,0,0,0,0,0,0,0,,0
601,6010,NONE,IDLE,0,0,0,0,0,0,0,,0
602,6020,NONE,IDLE,0,0,0,0,0,0,0,,0
603,6030,NONE,IDLE,0,0,0,0,0,0,0,,0
604,6040,NONE,IDLE,0,0,0,0,0,0,0,,0
605,6050,NONE,IDLE,0,0,0,0,0,0,0,,0
606,6060,NONE,IDLE,0,0,0,0,0,0,0,,0
607,6070,NONE,IDLE,0,0,0,0,0,0,0,,0
608,6080,NONE,IDLE,0,0,0,0,0,0,0,,0
609,6090,NONE,IDLE,0,0,0,0,0,0,0,,0
610,6100,NONE,IDLE,0,0,0,0,0,0,0,,0
611,6110,NONE,IDLE,0,0,0,0,0,0,0,,0
612,6120,NONE,IDLE,0,0,0,0,0,0,0,,0
613,6130,NONE,IDLE,0,0,0,0,0,0,0,,0
614,6140,NONE,IDLE,0,0,0,0,0,0,0,,0
615,6150,NONE,IDLE,0,0,0,0,0,0,0,,0
616,6160,EVENT,EVENT_EDF,1,1,0,2,0,0,20,,0
617,6170,EVENT,EVENT_EDF,2,1,0,2,0,0,20,,0
618,6180,EVENT,EVENT_EDF,3,1,0,2,0,0,20,ACK_EVENT,0
619,6190,STATE,STATE_STARVATION,3,0,1,2,1,0,20,ACK_EVENT,0
620,6200,EVENT,EVENT_EDF,4,1,0,4,0,0,20,ACK_EVENT,0
621,6210,EVENT,EVENT_EDF,5,1,0,4,0,0,20,ACK_STATE,0
622,6220,EVENT,EVENT_EDF,6,1,0,4,0,0,20,ACK_EVENT,0
623,6230,EVENT,EVENT_EDF,7,1,0,4,0,0,20,ACK_EVENT,0
624,6240,EVENT,EVENT_EDF,8,1,0,4,0,0,20,ACK_EVENT,0
625,6250,EVENT,EVENT_EDF,9,1,0,3,0,0,20,ACK_EVENT,0
626,6260,EVENT,EVENT_EDF,10,1,0,2,0,0,20,ACK_EVENT,0
627,6270,EVENT,EVENT_EDF,11,1,0,1,0,0,20,ACK_EVENT,0
628,6280,NONE,IDLE,0,0,0,0,0,0,0,ACK_EVENT,0
629,6290,NONE,IDLE,0,0,0,0,0,0,0,ACK_EVENT,0
630,6300,NONE,IDLE,0,0,0,0,0,0,0,,0
631,6310,NONE,IDLE,0,0,0,0,0,0,0,,0
632,6320,NONE,IDLE,0,0,0,0,0,0,0,,0
633,6330,NONE,IDLE,0,0,0,0,0,0,0,,0
634,6340,NONE,IDLE,0,0,0,0,0,0,0,,0
635,6350,NONE,IDLE,0,0,0,0,0,0,0,,0
636,6360,NONE,IDLE,0,0,0,0,0,0,0,,0
637,6370,NONE,IDLE,0,0,0,0,0,0,0,,0
638,6380,NONE,IDLE,0,0,0,0,0,0,0,,0
639,6390,NONE,IDLE,0,0,0,0,0,0,0,,0
640,6400,NONE,IDLE,0,0,0,0,0,0,0,,0
641,6410,NONE,IDLE,0,0,0,0,0,0,0,,0
642,6420,NONE,IDLE,0,0,0,0,0,0,0,,0
643,6430,NONE,IDLE,0,0,0,0,0,0,0,,0
644,6440,NONE,IDLE,0,0,0,0,0,0,0,,0
645,6450,NONE,IDLE,0,0,0,0,0,0,0,,0
646,6460,NONE,IDLE,0,0,0,0,0,0,0,,0
647,6470,NONE,IDLE,0,0,0,0,0,0,0,,0
648,6480,NONE,IDLE,0,0,0,0,0,0,0,,0
649,6490,NONE,IDLE,0,0,0,0,0,0,0,,0
650,6500,NONE,IDLE,0,0,0,0,0,0,0,,0
651,6510,NONE,IDLE,0,0,0,0,0,0,0,,0
652,6520,NONE,IDLE,0,0,0,0,0,0,0,,0
653,6530,NONE,IDLE,0,0,0,0,0,0,0,,0
654,6540,NONE,IDLE,0,0,0,0,0,0,0,,0
655,6550,NONE,IDLE,0,0,0,0,0,0,0,,0
656,6560,NONE,IDLE,0,0,0,0,0,0,0,,0
657,6570,NONE,IDLE,0,0,0,0,0,0,0,,0
658,6580,NONE,IDLE,0,0,0,0,0,0,0,,0
659,6590,NONE,IDLE,0,0,0,0,0,0,0,,0
660,6600,NONE,IDLE,0,0,0,0,0,0,0,,0
661,6610,NONE,IDLE,0,0,0,0,0,0,0,,0
662,6620,NONE,IDLE,0,0,0,0,0,0,0,,0
663,6630,NONE,IDLE,0,0,0,0,0,0,0,,0
664,6640,NONE,IDLE,0,0,0,0,0,0,0,,0
665,6650,NONE,IDLE,0,0,0,0,0,0,0,,0
666,6660,NONE,IDLE,0,0,0,0,0,0,0,,0
667,6670,NONE,IDLE,0,0,0,0,0,0,0,,0
668,6680,NONE,IDLE,0,0,0,0,0,0,0,,0
669,6690,NONE,IDLE,0,0,0,0,0,0,0,,0
670,6700,NONE,IDLE,0,0,0,0,0,0,0,,0
671,6710,NONE,IDLE,0,0,0,0,0,0,0,,0
672,6720,NONE,IDLE,0,0,0,0,0,0,0,,0
673,6730,NONE,IDLE,0,0,0,0,0,0,0,,0
674,6740,NONE,IDLE,0,0,0,0,0,0,0,,0
675,6750,NONE,IDLE,0,0,0,0,0,0,0,,0
676,6760,NONE,IDLE,0,0,0,0,0,0,0,,0
677,6770,NONE,IDLE,0,0,0,0,0,0,0,,0
678,6780,NONE,IDLE,0,0,0,0,0,0,0,,0
679,6790,NONE,IDLE,0,0,0,0,0,0,0,,0
680,6800,NONE,IDLE,0,0,0,0,0,0,0,,0
681,6810,NONE,IDLE,0,0,0,0,0,0,0,,0
682,6820,NONE,IDLE,0,0,0,0,0,0,0,,0
683,6830,NONE,IDLE,0,0,0,0,0,0,0,,0
684,6840,NONE,IDLE,0,0,0,0,0,0,0,,0
685,6850,NONE,IDLE,0,0,0,0,0,0,0,,0
686,6860,NONE,IDLE,0,0,0,0,0,0,0,,0
687,6870,NONE,IDLE,0,0,0,0,0,0,0,,0
688,6880,NONE,IDLE,0,0,0,0,0,0,0,,0
689,6890,NONE,IDLE,0,0,0,0,0,0,0,,0
690,6900,NONE,IDLE,0,0,0,0,0,0,0,,0
691,6910,NONE,IDLE,0,0,0,0,0,0,0,,0
692,6920,NONE,IDLE,0,0,0,0,0,0,0,,0
693,6930,NONE,IDLE,0,0,0,0,0,0,0,,0
694,6940,NONE,IDLE,0,0,0,0,0,0,0,,0
695,6950,NONE,IDLE,0,0,0,0,0,0,0,,0
696,6960,NONE,IDLE,0,0,0,0,0,0,0,,0
697,6970,NONE,IDLE,0,0,0,0,0,0,0,,0
698,6980,NONE,IDLE,0,0,0,0,0,0,0,,0
699,6990,NONE,IDLE,0,0,0,0,0,0,0,,0
700,7000,NONE,IDLE,0,0,0,0,0,0,0,,0
701,7010,NONE,IDLE,0,0,0,0,0,0,0,,0
702,7020,NONE,IDLE,0,0,0,0,0,0,0,,0
703,7030,NONE,IDLE,0,0,0,0,0,0,0,,0
704,7040,NONE,IDLE,0,0,0,0,0,0,0,,0
705,7050,NONE,IDLE,0,0,0,0,0,0,0,,0
706,7060,NONE,IDLE,0,0,0,0,0,0,0,,0
707,7070,NONE,IDLE,0,0,0,0,0,0,0,,0
708,7080,NONE,IDLE,0,0,0,0,0,0,0,,0
709,7090,NONE,IDLE,0,0,0,0,0,0,0,,0
710,7100,NONE,IDLE,0,0,0,0,0,0,0,,0
711,7110,NONE,IDLE,0,0,0,0,0,0,0,,0
712,7120,NONE,IDLE,0,0,0,0,0,0,0,,0
713,7130,NONE,IDLE,0,0,0,0,0,0,0,,0
714,7140,NONE,IDLE,0,0,0,0,0,0,0,,0
715,7150,NONE,IDLE,0,0,0,0,0,0,0,,0
716,7160,NONE,IDLE,0,0,0,0,0,0,0,,0
717,7170,NONE,IDLE,0,0,0,0,0,0,0,,0
718,7180,NONE,IDLE,0,0,0,0,0,0,0,,0
719,7190,NONE,IDLE,0,0,0,0,0,0,0,,0
720,7200,NONE,IDLE,0,0,0,0,0,0,0,,0
721,7210,NONE,IDLE,0,0,0,0,0,0,0,,0
722,7220,NONE,IDLE,0,0,0,0,0,0,0,,0
723,7230,NONE,IDLE,0,0,0,0,0,0,0,,0
724,7240,NONE,IDLE,0,0,0,0,0,0,0,,0
725,7250,NONE,IDLE,0,0,0,0,0,0,0,,0
726,7260,NONE,IDLE,0,0,0,0,0,0,0,,0
727,7270,NONE,IDLE,0,0,0,0,0,0,0,,0
728,7280,NONE,IDLE,0,0,0,0,0,0,0,,0
729,7290,NONE,IDLE,0,0,0,0,0,0,0,,0
730,7300,NONE,IDLE,0,0,0,0,0,0,0,,0
731,7310,NONE,IDLE,0,0,0,0,0,0,0,,0
732,7320,NONE,IDLE,0,0,0,0,0,0,0,,0
733,7330,NONE,IDLE,0,0,0,0,0,0,0,,0
734,7340,NONE,IDLE,0,0,0,0,0,0,0,,0
735,7350,NONE,IDLE,0,0,0,0,0,0,0,,0
736,7360,NONE,IDLE,0,0,0,0,0,0,0,,0
737,7370,NONE,IDLE,0,0,0,0,0,0,0,,0
738,7380,NONE,IDLE,0,0,0,0,0,0,0,,0
739,7390,NONE,IDLE,0,0,0,0,0,0,0,,0
740,7400,NONE,IDLE,0,0,0,0,0,0,0,,0
741,7410,NONE,IDLE,0,0,0,0,0,0,0,,0
742,7420,NONE,IDLE,0,0,0,0,0,0,0,,0
743,7430,NONE,IDLE,0,0,0,0,0,0,0,,0
744,7440,NONE,IDLE,0,0,0,0,0,0,0,,0
745,7450,NONE,IDLE,0,0,0,0,0,0,0,,0
746,7460,NONE,IDLE,0,0,0,0,0,0,0,,0
747,7470,NONE,IDLE,0,0,0,0,0,0,0,,0
748,7480,NONE,IDLE,0,0,0,0,0,0,0,,0
749,7490,NONE,IDLE,0,0,0,0,0,0,0,,0
750,7500,NONE,IDLE,0,0,0,0,0,0,0,,0
751,7510,NONE,IDLE,0,0,0,0,0,0,0,,0
752,7520,NONE,IDLE,0,0,0,0,0,0,0,,0
753,7530,NONE,IDLE,0,0,0,0,0,0,0,,0
754,7540,NONE,IDLE,0,0,0,0,0,0,0,,0
755,7550,NONE,IDLE,0,0,0,0,0,0,0,,0
756,7560,NONE,IDLE,0,0,0,0,0,0,0,,0
757,7570,NONE,IDLE,0,0,0,0,0,0,0,,0
758,7580,NONE,IDLE,0,0,0,0,0,0,0,,0
759,7590,NONE,IDLE,0,0,0,0,0,0,0,,0
760,7600,NONE,IDLE,0,0,0,0,0,0,0,,0
761,7610,NONE,IDLE,0,0,0,0,0,0,0,,0
762,7620,NONE,IDLE,0,0,0,0,0,0,0,,0
763,7630,NONE,IDLE,0,0,0,0,0,0,0,,0
764,7640,NONE,IDLE,0,0,0,0,0,0,0,,0
765,7650,NONE,IDLE,0,0,0,0,0,0,0,,0
766,7660,NONE,IDLE,0,0,0,0,0,0,0,,0
767,7670,NONE,IDLE,0,0,0,0,0,0,0,,0
768,7680,NONE,IDLE,0,0,0,0,0,0,0,,0
769,7690,NONE,IDLE,0,0,0,0,0,0,0,,0
770,7700,NONE,IDLE,0,0,0,0,0,0,0,,0
771,7710,NONE,IDLE,0,0,0,0,0,0,0,,0
772,7720,NONE,IDLE,0,0,0,0,0,0,0,,0
773,7730,NONE,IDLE,0,0,0,0,0,0,0,,0
774,7740,NONE,IDLE,0,0,0,0,0,0,0,,0
775,7750,NONE,IDLE,0,0,0,0,0,0,0,,0
776,7760,NONE,IDLE,0,0,0,0,0,0,0,,0
777,7770,NONE,IDLE,0,0,0,0,0,0,0,,0
778,7780,NONE,IDLE,0,0,0,0,0,0,0,,0
779,7790,NONE,IDLE,0,0,0,0,0,0,0,,0
780,7800,NONE,IDLE,0,0,0,0,0,0,0,,0
781,7810,NONE,IDLE,0,0,0,0,0,0,0,,0
782,7820,NONE,IDLE,0,0,0,0,0,0,0,,0
783,7830,NONE,IDLE,0,0,0,0,0,0,0,,0
784,7840,NONE,IDLE,0,0,0,0,0,0,0,,0
785,7850,NONE,IDLE,0,0,0,0,0,0,0,,0
786,7860,NONE,IDLE,0,0,0,0,0,0,0,,0
787,7870,NONE,IDLE,0,0,0,0,0,0,0,,0
788,7880,NONE,IDLE,0,0,0,0,0,0,0,,0
789,7890,NONE,IDLE,0,0,0,0,0,0,0,,0
790,7900,NONE,IDLE,0,0,0,0,0,0,0,,0
791,7910,NONE,IDLE,0,0,0,0,0,0,0,,0
792,7920,NONE,IDLE,0,0,0,0,0,0,0,,0
793,7930,NONE,IDLE,0,0,0,0,0,0,0,,0
794,7940,NONE,IDLE,0,0,0,0,0,0,0,,0
795,7950,NONE,IDLE,0,0,0,0,0,0,0,,0
796,7960,NONE,IDLE,0,0,0,0,0,0,0,,0
797,7970,NONE,IDLE,0,0,0,0,0,0,0,,0
798,7980,NONE,IDLE,0,0,0,0,0,0,0,,0
799,7990,NONE,IDLE,0,0,0,0,0,0,0,,0
800,8000,NONE,IDLE,0,0,0,0,0,0,0,,0
801,8010,NONE,IDLE,0,0,0,0,0,0,0,,0
802,8020,NONE,IDLE,0,0,0,0,0,0,0,,0
803,8030,NONE,IDLE,0,0,0,0,0,0,0,,0
804,8040,NONE,IDLE,0,0,0,0,0,0,0,,0
805,8050,NONE,IDLE,0,0,0,0,0,0,0,,0
806,8060,NONE,IDLE,0,0,0,0,0,0,0,,0
807,8070,NONE,IDLE,0,0,0,0,0,0,0,,0
808,8080,NONE,IDLE,0,0,0,0,0,0,0,,0
809,8090,NONE,IDLE,0,0,0,0,0,0,0,,0
810,8100,NONE,IDLE,0,0,0,0,0,0,0,,0
811,8110,NONE,IDLE,0,0,0,0,0,0,0,,0
812,8120,NONE,IDLE,0,0,0,0,0,0,0,,0
813,8130,NONE,IDLE,0,0,0,0,0,0,0,,0
814,8140,NONE,IDLE,0,0,0,0,0,0,0,,0
815,8150,NONE,IDLE,0,0,0,0,0,0,0,,0
816,8160,NONE,IDLE,0,0,0,0,0,0,0,,0
817,8170,NONE,IDLE,0,0,0,0,0,0,0,,0
818,8180,NONE,IDLE,0,0,0,0,0,0,0,,0
819,8190,NONE,IDLE,0,0,0,0,0,0,0,,0
820,8200,NONE,IDLE,0,0,0,0,0,0,0,,0
821,8210,NONE,IDLE,0,0,0,0,0,0,0,,0
822,8220,NONE,IDLE,0,0,0,0,0,0,0,,0
823,8230,NONE,IDLE,0,0,0,0,0,0,0,,0
824,8240,NONE,IDLE,0,0,0,0,0,0,0,,0
825,8250,NONE,IDLE,0,0,0,0,0,0,0,,0
826,8260,NONE,IDLE,0,0,0,0,0,0,0,,0
827,8270,NONE,IDLE,0,0,0,0,0,0,0,,0
828,8280,NONE,IDLE,0,0,0,0,0,0,0,,0
829,8290,NONE,IDLE,0,0,0,0,0,0,0,,0
830,8300,NONE,IDLE,0,0,0,0,0,0,0,,0
831,8310,NONE,IDLE,0,0,0,0,0,0,0,,0
832,8320,NONE,IDLE,0,0,0,0,0,0,0,,0
833,8330,NONE,IDLE,0,0,0,0,0,0,0,,0
834,8340,NONE,IDLE,0,0,0,0,0,0,0,,0
835,8350,NONE,IDLE,0,0,0,0,0,0,0,,0
836,8360,NONE,IDLE,0,0,0,0,0,0,0,,0
837,8370,NONE,IDLE,0,0,0,0,0,0,0,,0
838,8380,NONE,IDLE,0,0,0,0,0,0,0,,0
839,8390,NONE,IDLE,0,0,0,0,0,0,0,,0
840,8400,NONE,IDLE,0,0,0,0,0,0,0,,0
841,8410,NONE,IDLE,0,0,0,0,0,0,0,,0
842,8420,NONE,IDLE,0,0,0,0,0,0,0,,0
843,8430,NONE,IDLE,0,0,0,0,0,0,0,,0
844,8440,NONE,IDLE,0,0,0,0,0,0,0,,0
845,8450,NONE,IDLE,0,0,0,0,0,0,0,,0
846,8460,NONE,IDLE,0,0,0,0,0,0,0,,0
847,8470,NONE,IDLE,0,0,0,0,0,0,0,,0
848,8480,NONE,IDLE,0,0,0,0,0,0,0,,0
849,8490,NONE,IDLE,0,0,0,0,0,0,0,,0
850,8500,NONE,IDLE,0,0,0,0,0,0,0,,0
851,8510,NONE,IDLE,0,0,0,0,0,0,0,,0
852,8520,NONE,IDLE,0,0,0,0,0,0,0,,0
853,8530,NONE,IDLE,0,0,0,0,0,0,0,,0
854,8540,NONE,IDLE,0,0,0,0,0,0,0,,0
855,8550,NONE,IDLE,0,0,0,0,0,0,0,,0
856,8560,NONE,IDLE,0,0,0,0,0,0,0,,0
857,8570,NONE,IDLE,0,0,0,0,0,0,0,,0
858,8580,NONE,IDLE,0,0,0,0,0,0,0,,0
859,8590,NONE,IDLE,0,0,0,0,0,0,0,,0
860,8600,NONE,IDLE,0,0,0,0,0,0,0,,0
861,8610,NONE,IDLE,0,0,0,0,0,0,0,,0
862,8620,NONE,IDLE,0,0,0,0,0,0,0,,0
863,8630,NONE,IDLE,0,0,0,0,0,0,0,,0
864,8640,NONE,IDLE,0,0,0,0,0,0,0,,0
865,8650,NONE,IDLE,0,0,0,0,0,0,0,,0
866,8660,NONE,IDLE,0,0,0,0,0,0,0,,0
867,8670,NONE,IDLE,0,0,0,0,0,0,0,,0
868,8680,NONE,IDLE,0,0,0,0,0,0,0,,0
869,8690,NONE,IDLE,0,0,0,0,0,0,0,,0
870,8700,NONE,IDLE,0,0,0,0,0,0,0,,0
871,8710,NONE,IDLE,0,0,0,0,0,0,0,,0
872,8720,NONE,IDLE,0,0,0,0,0,0,0,,0
873,8730,NONE,IDLE,0,0,0,0,0,0,0,,0
874,8740,NONE,IDLE,0,0,0,0,0,0,0,,0
875,8750,NONE,IDLE,0,0,0,0,0,0,0,,0
876,8760,NONE,IDLE,0,0,0,0,0,0,0,,0
877,8770,NONE,IDLE,0,0,0,0,0,0,0,,0
878,8780,NONE,IDLE,0,0,0,0,0,0,0,,0
879,8790,NONE,IDLE,0,0,0,0,0,0,0,,0
880,8800,NONE,IDLE,0,0,0,0,0,0,0,,0
881,8810,NONE,IDLE,0,0,0,0,0,0,0,,0
882,8820,NONE,IDLE,0,0,0,0,0,0,0,,0
883,8830,NONE,IDLE,0,0,0,0,0,0,0,,0
884,8840,NONE,IDLE,0,0,0,0,0,0,0,,0
885,8850,NONE,IDLE,0,0,0,0,0,0,0,,0
886,8860,NONE,IDLE,0,0,0,0,0,0,0,,0
887,8870,NONE,IDLE,0,0,0,0,0,0,0,,0
888,8880,NONE,IDLE,0,0,0,0,0,0,0,,0
