stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,300,170,110,0,30,463.988,13905720.0,1939,1098,0
1,300,169,106,0,40,541.666,16228310.0,1920,1592,0
2,300,177,115,0,60,480.904,14398260.0,2233,1266,233
3,300,161,92,0,70,575.991,17239400.0,2517,1063,517
4,300,163,97,0,380,533.896,15814010.0,2519,1244,519
5,300,162,97,0,390,576.114,17058740.0,2546,1344,546
6,300,156,89,0,100,602.646,18019130.0,2230,1531,667
7,300,157,90,0,110,512.182,15309130.0,1831,1107,0
