scenario,policy,n_seeds,seeds,aoi_mean_defined_ms_mean,aoi_mean_defined_ms_min,aoi_mean_defined_ms_max,aoi_mean_defined_ms_n,aoi_defined_streams_mean,aoi_defined_streams_min,aoi_defined_streams_max,aoi_defined_streams_n,recall_mean,recall_min,recall_max,recall_n,on_time_rate_mean,on_time_rate_min,on_time_rate_max,on_time_rate_n,rx_ev_late_mean,rx_ev_late_min,rx_ev_late_max,rx_ev_late_n,ev_rejected_full_mean,ev_rejected_full_min,ev_rejected_full_max,ev_rejected_full_n,ev_retention_expired_mean,ev_retention_expired_min,ev_retention_expired_max,ev_retention_expired_n,ev_retry_exhausted_mean,ev_retry_exhausted_min,ev_retry_exhausted_max,ev_retry_exhausted_n,ev_pending_end_mean,ev_pending_end_min,ev_pending_end_max,ev_pending_end_n,delivered_but_unacked_mean,delivered_but_unacked_min,delivered_but_unacked_max,delivered_but_unacked_n,lat_mean_ms_mean,lat_mean_ms_min,lat_mean_ms_max,lat_mean_ms_n,aoi_mean_ms_mean,aoi_mean_ms_min,aoi_mean_ms_max,aoi_mean_ms_n,aoi_peak_ms_mean,aoi_peak_ms_min,aoi_peak_ms_max,aoi_peak_ms_n,over_threshold_ms_sum_mean,over_threshold_ms_sum_min,over_threshold_ms_sum_max,over_threshold_ms_sum_n,unknown_ms_sum_mean,unknown_ms_sum_min,unknown_ms_sum_max,unknown_ms_sum_n,bytes_total_tx_mean,bytes_total_tx_min,bytes_total_tx_max,bytes_total_tx_n,event_retries_mean,event_retries_min,event_retries_max,event_retries_n
reorder,fifo,5,101;102;103;104;105,215.670200,210.181,221.312,5,4.000000,4,4,5,1.000000,1.000000,1.000000,5,1.000000,1.000000,1.000000,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,80.933400,70.583,104.167,5,215.670200,210.181,221.312,5,742.600000,651,839,5,0.000000,0,0,5,726.000000,440,1250,5,21606.800000,21479,21758,5,2.800000,1,4,5
overflow,edf_rr,5,101;102;103;104;105,1138.029600,1121.174,1171.255,5,4.000000,4,4,5,0.700000,0.700000,0.700000,5,0.500000,0.500000,0.500000,5,8.000000,8,8,5,12.000000,12,12,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,1925.428800,1918.929,1930.000,5,1138.029600,1121.174,1171.255,5,7574.600000,7457,7767,5,21728.800000,21468,22238,5,838.000000,780,900,5,14741.000000,14706,14830,5,177.800000,177,179,5
overflow,edf_rr_ld,5,101;102;103;104;105,1137.995400,1121.174,1171.255,5,4.000000,4,4,5,0.700000,0.700000,0.700000,5,0.500000,0.500000,0.500000,5,8.000000,8,8,5,12.000000,12,12,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,1925.714400,1918.929,1930.714,5,1137.995400,1121.174,1171.255,5,7574.600000,7457,7767,5,21728.800000,21468,22238,5,838.000000,780,900,5,14741.000000,14706,14830,5,177.800000,177,179,5
overflow,fresh_nodefer,5,101;102;103;104;105,1137.921200,1121.174,1171.255,5,4.000000,4,4,5,0.700000,0.700000,0.700000,5,0.500000,0.500000,0.500000,5,8.000000,8,8,5,12.000000,12,12,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,1925.428800,1918.929,1930.000,5,1137.921200,1121.174,1171.255,5,7574.600000,7457,7767,5,21726.800000,21468,22238,5,838.000000,780,900,5,14741.000000,14706,14830,5,177.800000,177,179,5
overflow,fresh,5,101;102;103;104;105,1137.442200,1119.994,1170.671,5,4.000000,4,4,5,0.700000,0.700000,0.700000,5,0.500000,0.500000,0.500000,5,8.000000,8,8,5,12.000000,12,12,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,1925.714400,1919.286,1930.357,5,1137.442200,1119.994,1170.671,5,7570.600000,7447,7757,5,21718.800000,21448,22228,5,838.000000,780,900,5,14741.000000,14706,14830,5,177.800000,177,179,5
overflow,fresh_ld,5,101;102;103;104;105,1137.408000,1119.994,1170.671,5,4.000000,4,4,5,0.700000,0.700000,0.700000,5,0.500000,0.500000,0.500000,5,8.000000,8,8,5,12.000000,12,12,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,1926.000000,1919.286,1930.714,5,1137.408000,1119.994,1170.671,5,7570.600000,7447,7757,5,21718.800000,21448,22228,5,838.000000,780,900,5,14741.000000,14706,14830,5,177.800000,177,179,5
overflow,fresh_so,5,101;102;103;104;105,1137.442200,1119.994,1170.671,5,4.000000,4,4,5,0.700000,0.700000,0.700000,5,0.500000,0.500000,0.500000,5,8.000000,8,8,5,12.000000,12,12,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,1925.714400,1919.286,1930.357,5,1137.442200,1119.994,1170.671,5,7570.600000,7447,7757,5,21718.800000,21448,22228,5,838.000000,780,900,5,14741.000000,14706,14830,5,177.800000,177,179,5
overflow,fifo,5,101;102;103;104;105,1136.892200,1118.810,1170.584,5,4.000000,4,4,5,0.700000,0.700000,0.700000,5,0.500000,0.500000,0.500000,5,8.000000,8,8,5,12.000000,12,12,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,0.000000,0,0,5,1926.571200,1920.357,1931.071,5,1136.892200,1118.810,1170.584,5,7564.600000,7427,7747,5,21710.800000,21428,22228,5,838.000000,780,900,5,14741.000000,14706,14830,5,177.800000,177,179,5
overload,edf_rr,5,101;102;103;104;105,6232.467200,4405.849,6895.303,5,4.000000,4,4,5,0.782240,0.780800,0.784800,5,0.774080,0.772800,0.776400,5,20.400000,17,22,5,544.200000,538,548,5,1.000000,0,2,5,0.000000,0,0,5,0.000000,0,0,5,0.800000,0,2,5,52.793400,52.393,53.588,5,6232.467200,4405.849,6895.303,5,19330.000000,15555,20296,5,70623.600000,63402,72907,5,470.000000,430,490,5,79777.400000,79722,79843,5,47.200000,42,51,5
overload,edf_rr_ld,5,101;102;103;104;105,1596.845400,916.651,2526.585,5,4.000000,4,4,5,0.769520,0.750000,0.783600,5,0.768560,0.748400,0.783600,5,2.400000,0,4,5,558.400000,522,609,5,40.200000,37,44,5,0.000000,0,0,5,0.000000,0,0,5,22.400000,18,27,5,37.016800,35.013,37.602,5,1596.845400,916.651,2526.585,5,6879.000000,4998,8566,5,35483.600000,18367,55868,5,470.000000,430,490,5,79646.200000,79519,79703,5,12.600000,6,20,5
