stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,71,59,0,50,344.967,10331760.0,1498,535,0
1,60,72,55,1,170,365.887,10914420.0,1194,420,0
2,60,70,57,0,260,356.315,10596810.0,1487,213,0
3,60,71,59,0,350,344.668,10219420.0,1431,116,0
