stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,46,45,0,20,2516.925,75457410.0,8528,270,13903
1,120,45,44,0,90,2557.305,76488980.0,8566,187,14223
2,120,45,45,0,140,2515.516,75113300.0,8534,131,13862
3,120,45,45,0,230,2516.595,74919030.0,8539,53,13880
