stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,73,46,0,20,1215.474,36439920.0,7714,465,5714
1,60,71,46,1,160,1199.351,35788620.0,7702,423,5702
2,60,71,47,0,250,1126.120,33502060.0,7375,272,5375
3,60,69,46,0,420,1144.077,33841800.0,7447,167,5447
