id,kind,code,gen_time,deadline_abs,retention_abs,admitted,outcome,terminal_time,attempts,first_tx_time,rx_first_time,rx_on_time,rx_latency_ms,rx_dups,rx_oow
1,RAISE,2,10136,11136,20136,1,ACKED,10180,1,10140,10160,1,24,0,0
2,CLEAR,2,10342,11342,20342,1,ACKED,10390,1,10350,10370,1,28,0,0
3,RAISE,5,12393,13393,22393,1,ACKED,12740,2,12400,12600,1,207,1,0
4,CLEAR,5,12750,13750,22750,1,ACKED,12790,1,12750,12770,1,20,0,0
5,RAISE,4,13968,14968,23968,1,ACKED,14370,2,13970,14170,1,202,1,0
6,RAISE,3,14029,15029,24029,1,ACKED,14850,3,14030,14050,1,21,1,0
7,CLEAR,4,14206,15206,24206,1,ACKED,14250,1,14210,14230,1,24,0,0
8,CLEAR,3,14622,15622,24622,1,ACKED,14680,1,14640,14660,1,38,0,0
9,RAISE,1,17453,18453,27453,1,ACKED,17680,1,17460,17480,1,27,0,0
10,CLEAR,1,18398,19398,28398,1,ACKED,18440,1,18400,18420,1,22,0,0
11,RAISE,6,18906,19906,28906,1,ACKED,18950,1,18910,18930,1,24,0,0
12,CLEAR,6,19389,20389,29389,1,ACKED,19430,1,19390,19410,1,21,0,0
