stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,150,149,148,0,200,203.015,6049840.0,659,203,0
1,150,145,142,0,80,227.536,6807890.0,659,136,0
2,150,145,144,0,290,230.830,6857950.0,839,107,0
3,150,147,145,0,170,218.998,6532700.0,585,254,0
