stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,73,47,2,50,1085.299,32504710.0,7223,535,5223
1,60,72,47,1,170,1133.401,33809340.0,7415,420,5415
2,60,72,47,0,260,1155.642,34368800.0,7473,213,5473
3,60,70,47,0,350,1132.350,33574180.0,7399,116,5399
