stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,52,52,0,40,710.659,21291330.0,2284,250,549
1,120,52,52,0,80,720.421,21554990.0,2243,176,648
2,120,53,52,0,140,718.081,21441890.0,2213,105,634
3,120,52,50,0,210,728.174,21692310.0,2261,57,634
