stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,70,47,0,70,1079.760,32317230.0,7195,454,5195
1,60,71,47,1,170,1132.303,33776600.0,7427,376,5427
2,60,71,47,1,240,1127.718,33560900.0,7398,205,5398
3,60,71,47,1,420,1135.457,33586830.0,7408,143,5408
