stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,50,50,0,40,955.391,28623520.0,4524,250,4324
1,120,52,52,0,80,812.775,24318240.0,2848,176,2691
2,120,50,49,0,140,1025.622,30625060.0,4386,105,5277
3,120,50,48,0,210,1012.720,30168940.0,4564,57,4842
