stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,40,40,0,30,6911.691,207143370.0,20282,239,18282
1,120,41,41,0,90,6904.042,206499910.0,20251,189,18251
2,120,41,40,0,140,6891.396,205777070.0,20209,117,18209
3,120,41,40,0,220,6873.447,204691240.0,20158,80,18158
