stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,74,46,3,20,1213.662,36385600.0,7757,455,5757
1,60,71,47,0,180,1148.541,34249490.0,7475,385,5475
2,60,70,47,0,280,1132.055,33644680.0,7414,283,5414
3,60,69,47,0,350,1084.696,32161240.0,7195,78,5195
