stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,300,175,112,0,30,444.478,13321000.0,1638,1095,0
1,300,168,108,0,40,502.433,15052880.0,2221,1189,221
2,300,169,102,0,50,510.552,15291040.0,1942,1085,0
3,300,165,100,0,60,482.303,14440140.0,2242,1054,242
4,300,155,86,0,370,619.703,18361810.0,2829,1258,1038
5,300,159,92,0,100,515.531,15414380.0,2469,1044,469
6,300,166,102,0,110,546.099,16322900.0,1918,1616,0
7,300,176,119,0,120,470.537,14059640.0,1641,1103,0
