stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,300,167,103,0,30,485.348,14545880.0,2549,1098,549
1,300,172,109,0,40,528.367,15829880.0,1926,1388,0
2,300,173,109,0,60,450.255,13480630.0,1669,1266,0
3,300,162,94,0,70,620.513,18571940.0,2535,1063,1052
4,300,162,98,0,380,468.583,13879430.0,1931,1244,0
5,300,166,104,0,390,546.932,16194650.0,2256,1344,256
6,300,157,94,0,100,535.026,15997290.0,2221,1531,221
7,300,154,88,0,110,528.951,15810340.0,1914,1107,0
