stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,83,60,22,50,300.871,9011090.0,802,535,0
1,60,86,60,26,170,296.883,8856030.0,759,420,0
2,60,86,60,26,260,292.499,8698920.0,633,213,0
3,60,91,60,30,350,296.074,8778590.0,629,116,0
