stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,60,71,47,1,50,1079.873,32342190.0,7222,491,5222
1,60,70,47,0,130,1139.347,34032300.0,7462,415,5462
2,60,71,47,1,240,1136.232,33814250.0,7436,219,5436
3,60,70,47,0,360,1146.762,33990030.0,7457,96,5457
