stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,53,53,0,40,684.896,20519480.0,2224,234,516
1,120,52,52,0,70,736.540,22044630.0,2209,192,809
2,120,52,52,0,160,708.659,21146390.0,2186,132,531
3,120,52,52,0,220,726.531,21636090.0,2189,69,881
