stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,50,50,0,40,1355.448,40609230.0,6560,234,7190
1,120,51,51,0,70,1548.553,46348200.0,6514,192,9543
2,120,50,50,0,160,1432.887,42757350.0,6435,132,8219
3,120,50,50,0,220,1453.989,43299790.0,6591,69,8123
