stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,69,68,0,30,585.382,17543900.0,3962,239,1962
1,120,70,69,0,90,623.098,18636850.0,4077,189,2077
2,120,71,69,0,140,598.336,17866300.0,4035,117,2035
3,120,70,68,0,220,635.553,18926770.0,4272,80,2272
