stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,300,175,112,0,30,458.688,13746880.0,1644,1095,0
1,300,168,107,0,40,491.693,14731110.0,2221,1189,221
2,300,169,102,0,50,510.986,15304020.0,1942,1085,0
3,300,167,104,0,60,446.485,13367750.0,1652,1054,0
4,300,155,86,0,370,620.140,18374740.0,2829,1258,1038
5,300,159,92,0,100,515.531,15414380.0,2469,1044,469
6,300,166,102,0,110,546.099,16322900.0,1918,1616,0
7,300,176,119,0,120,471.072,14075630.0,1651,1103,0
