stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,300,161,97,0,30,537.066,16095880.0,2549,1098,549
1,300,170,106,0,40,521.044,15610470.0,1920,1592,0
2,300,171,107,0,60,437.459,13097510.0,1646,1167,0
3,300,165,99,0,70,622.871,18642520.0,2535,1063,1052
4,300,155,86,0,380,493.814,14626780.0,1931,1341,0
5,300,165,105,0,390,494.586,14644680.0,1828,1246,0
6,300,161,97,0,100,553.872,16560780.0,2245,1531,245
7,300,154,90,0,110,502.108,15008020.0,1831,1107,0
