stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,52,51,0,30,708.179,21224130.0,2168,239,381
1,120,53,53,0,90,699.435,20920110.0,2156,189,432
2,120,53,52,0,140,701.814,20956160.0,2288,117,728
3,120,52,50,0,220,751.824,22389320.0,2084,80,436
