id,kind,code,gen_time,deadline_abs,retention_abs,admitted,outcome,terminal_time,attempts,first_tx_time,rx_first_time,rx_on_time,rx_latency_ms,rx_dups,rx_oow
1,RAISE,2,1418,1818,4418,1,ACKED,1480,1,1440,1460,1,42,0,0
2,RAISE,1,3210,3610,6210,1,ACKED,3250,1,3210,3230,1,20,0,0
3,CLEAR,1,3700,4100,6700,1,ACKED,3770,1,3730,3750,1,50,0,0
4,RAISE,2,4347,4747,7347,1,ACKED,4400,1,4360,4380,1,33,0,0
5,RAISE,2,4777,5177,7777,1,ACKED,4820,1,4780,4800,1,23,0,0
6,RAISE,2,4999,5399,7999,1,ACKED,6560,6,5020,6540,0,1541,0,0
7,RAISE,1,6210,6610,9210,1,ACKED,6270,1,6230,6250,1,40,0,0
8,RAISE,2,6645,7045,9645,1,ACKED,6990,2,6650,6970,1,325,0,0
9,CLEAR,1,6700,7100,9700,1,ACKED,6750,1,6710,6730,1,30,0,0
10,RAISE,2,7114,7514,10114,1,ACKED,7770,3,7130,7750,0,636,0,0
11,RAISE,1,9210,9610,12210,1,ACKED,9260,1,9220,9240,1,30,0,0
12,CLEAR,1,9700,10100,12700,1,ACKED,9750,1,9710,9730,1,30,0,0
13,RAISE,2,10723,11123,13723,1,ACKED,10770,1,10730,10750,1,27,0,0
14,RAISE,2,10756,11156,13756,1,ACKED,10810,1,10770,10790,1,34,0,0
15,RAISE,2,10790,11190,13790,1,ACKED,10850,1,10810,10830,1,40,0,0
16,RAISE,1,12210,12610,15210,1,ACKED,12550,2,12210,12530,1,320,0,0
17,CLEAR,1,12700,13100,15700,1,ACKED,12740,1,12700,12720,1,20,0,0
18,RAISE,1,15210,15610,18210,1,ACKED,15570,2,15230,15550,1,340,0,0
19,RAISE,2,15319,15719,18319,1,ACKED,15360,1,15320,15340,1,21,0,0
20,CLEAR,1,15700,16100,18700,1,ACKED,16040,2,15700,16020,1,320,0,0
21,RAISE,2,16034,16434,19034,1,ACKED,16080,1,16040,16060,1,26,0,0
22,RAISE,2,16441,16841,19441,1,ACKED,16490,1,16450,16470,1,29,0,0
23,RAISE,2,16689,17089,19689,1,ACKED,18530,7,16690,17010,1,321,1,0
24,RAISE,1,18210,18610,21210,1,ACKED,18270,1,18230,18250,1,40,0,0
25,CLEAR,1,18700,19100,21700,1,ACKED,18740,1,18700,18720,1,20,0,0
26,RAISE,2,18803,19203,21803,1,ACKED,19150,2,18810,18830,1,27,1,0
27,RAISE,2,18926,19326,21926,1,ACKED,18970,1,18930,18950,1,24,0,0
28,RAISE,1,21210,21610,24210,1,ACKED,21260,1,21220,21240,1,30,0,0
29,CLEAR,1,21700,22100,24700,1,ACKED,21750,1,21710,21730,1,30,0,0
30,RAISE,2,22577,22977,25577,1,ACKED,22930,2,22590,22910,1,333,0,0
31,RAISE,2,22723,23123,25723,1,ACKED,24280,6,22740,22760,1,37,1,0
32,RAISE,1,24210,24610,27210,1,ACKED,24250,1,24210,24230,1,20,0,0
33,CLEAR,1,24700,25100,27700,1,ACKED,24750,1,24710,24730,1,30,0,0
34,RAISE,2,24815,25215,27815,1,ACKED,25160,2,24820,25140,1,325,0,0
35,RAISE,1,27210,27610,30210,1,ACKED,27250,1,27210,27230,1,20,0,0
36,RAISE,2,27606,28006,30606,1,ACKED,27660,1,27620,27640,1,34,0,0
37,CLEAR,1,27700,28100,30700,1,ACKED,27740,1,27700,27720,1,20,0,0
38,RAISE,2,27868,28268,30868,1,ACKED,28520,3,27880,28200,1,332,1,0
