stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,300,161,94,0,320,435.831,12935470.0,1636,1110,0
1,300,178,121,0,40,431.570,12929850.0,1645,1295,0
2,300,164,98,0,50,557.797,16706010.0,2547,1076,547
3,300,172,107,0,360,511.751,15168300.0,2227,1453,227
4,300,164,99,0,70,495.233,14822320.0,1957,1052,0
5,300,167,104,0,80,481.662,14411340.0,1948,1031,0
6,300,149,81,0,710,610.533,17882510.0,2244,1223,488
7,300,166,107,0,120,506.251,15126770.0,2221,1118,221
