stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,40,40,0,40,6919.672,207313380.0,20291,234,18291
1,120,41,41,0,70,6909.188,206792000.0,20265,192,18265
2,120,41,41,0,160,6894.436,205729960.0,20213,132,18213
3,120,41,41,0,220,6857.916,204228730.0,20138,69,18138
