stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,150,149,149,0,200,200.978,5989150.0,659,203,0
1,150,145,142,0,80,226.534,6777900.0,659,136,0
2,150,145,144,0,290,232.659,6912300.0,839,107,0
3,150,147,144,0,170,225.076,6714020.0,729,254,0
