stream,published,sent,applied,stale_dropped,unknown_ms,aoi_mean_ms,aoi_area_ms2,aoi_peak_ms,final_age_ms,over_threshold_ms
0,120,64,64,0,30,923.051,27663850.0,4984,239,4779
1,120,64,64,0,90,933.741,27928200.0,4951,189,4732
2,120,64,63,0,140,905.044,27024610.0,4997,117,4434
3,120,63,62,0,220,904.767,26943970.0,4998,80,4422
